"","carrier","flight","tailnum","origin","dest","distance","departure","scheduled_departure","arrival","scheduled_arrival"
"4951","EV",4121,"N19554","EWR","RDU",416,"10.08.2013 16:43:00 Uhr","10.08.2013 16:29:00 Uhr","10.08.2013 18:09:00 Uhr","10.08.2013 18:21:00 Uhr"
"4952","MQ",3730,"N524MQ","EWR","ORD",719,"01.02.2013 18:35:00 Uhr","01.02.2013 18:40:00 Uhr","01.02.2013 20:01:00 Uhr","01.02.2013 20:20:00 Uhr"
"4953","MQ",3603,"N818MQ","LGA","DTW",502,"26.11.2013 21:15:00 Uhr","26.11.2013 19:45:00 Uhr","26.11.2013 23:29:00 Uhr","26.11.2013 21:50:00 Uhr"
"4954","EV",5747,"N877AS","LGA","IAD",229,"01.10.2013 06:00:00 Uhr","01.10.2013 06:00:00 Uhr","01.10.2013 07:06:00 Uhr","01.10.2013 07:17:00 Uhr"
"4955","AA",1999,"N3CXAA","EWR","MIA",1085,"21.07.2013 17:11:00 Uhr","21.07.2013 17:05:00 Uhr","21.07.2013 20:47:00 Uhr","21.07.2013 20:20:00 Uhr"
"4956","AA",825,"N3HBAA","JFK","FLL",1069,"28.03.2013 07:13:00 Uhr","28.03.2013 07:15:00 Uhr","28.03.2013 10:31:00 Uhr","28.03.2013 10:35:00 Uhr"
"4957","UA",512,"N532UA","JFK","SFO",2586,"17.03.2013 17:21:00 Uhr","17.03.2013 17:25:00 Uhr","17.03.2013 21:11:00 Uhr","17.03.2013 20:50:00 Uhr"
"4958","EV",4430,"N12201","EWR","MSP",1008,"10.11.2013 13:21:00 Uhr","10.11.2013 13:25:00 Uhr","10.11.2013 15:29:00 Uhr","10.11.2013 15:34:00 Uhr"
"4959","AA",303,"N3GWAA","LGA","ORD",733,"05.12.2013 06:23:00 Uhr","05.12.2013 06:30:00 Uhr","05.12.2013 08:10:00 Uhr","05.12.2013 08:15:00 Uhr"
"4960","UA",109,"N37456","EWR","LAS",2227,"03.04.2013 10:51:00 Uhr","03.04.2013 10:56:00 Uhr","03.04.2013 13:17:00 Uhr","03.04.2013 13:41:00 Uhr"
"4961","DL",569,"N918DH","JFK","ATL",760,"02.08.2013 19:18:00 Uhr","02.08.2013 18:05:00 Uhr","02.08.2013 21:26:00 Uhr","02.08.2013 20:40:00 Uhr"
"4962","UA",1101,"N76522","EWR","DEN",1605,"17.05.2013 15:37:00 Uhr","17.05.2013 15:29:00 Uhr","17.05.2013 17:33:00 Uhr","17.05.2013 17:53:00 Uhr"
"4963","UA",1022,"N33714","EWR","SNA",2434,"25.10.2013 18:21:00 Uhr","25.10.2013 18:15:00 Uhr","25.10.2013 21:16:00 Uhr","25.10.2013 21:30:00 Uhr"
"4964","9E",3450,"N916XJ","JFK","JAX",828,"30.05.2013 20:03:00 Uhr","30.05.2013 19:55:00 Uhr","30.05.2013 22:54:00 Uhr","30.05.2013 22:53:00 Uhr"
"4965","US",1607,"N953UW","LGA","PHL",96,"28.06.2013 18:00:00 Uhr","28.06.2013 15:40:00 Uhr","28.06.2013 19:16:00 Uhr","28.06.2013 17:03:00 Uhr"
"4966","EV",3841,"N14902","EWR","MHT",209,"08.05.2013 15:08:00 Uhr","08.05.2013 14:15:00 Uhr","08.05.2013 16:22:00 Uhr","08.05.2013 15:25:00 Uhr"
"4967","DL",401,"N319NB","EWR","ATL",746,"31.08.2013 11:42:00 Uhr","31.08.2013 11:45:00 Uhr","31.08.2013 13:43:00 Uhr","31.08.2013 13:58:00 Uhr"
"4968","EV",4644,"N13132","EWR","CMH",463,"04.04.2013 18:36:00 Uhr","04.04.2013 18:25:00 Uhr","04.04.2013 20:41:00 Uhr","04.04.2013 20:15:00 Uhr"
"4969","US",2146,"N955UW","LGA","BOS",184,"14.11.2013 11:53:00 Uhr","14.11.2013 12:00:00 Uhr","14.11.2013 12:59:00 Uhr","14.11.2013 13:09:00 Uhr"
"4970","MQ",3231,"N603MQ","JFK","PIT",340,"26.09.2013 14:49:00 Uhr","26.09.2013 14:55:00 Uhr","26.09.2013 16:08:00 Uhr","26.09.2013 16:30:00 Uhr"
"4971","AA",119,"N3FHAA","EWR","LAX",2454,"02.09.2013 18:48:00 Uhr","02.09.2013 18:50:00 Uhr","02.09.2013 21:54:00 Uhr","02.09.2013 22:00:00 Uhr"
"4972","MQ",4404,"N815MQ","JFK","RDU",427,"02.06.2013 12:58:00 Uhr","02.06.2013 13:00:00 Uhr","02.06.2013 14:30:00 Uhr","02.06.2013 14:35:00 Uhr"
"4973","UA",1071,"N77530","EWR","BQN",1585,"18.05.2013 20:46:00 Uhr","18.05.2013 20:46:00 Uhr","18.05.2013 0:23:00 Uhr","18.05.2013 0:44:00 Uhr"
"4974","B6",141,"N603JB","JFK","PBI",1028,"11.01.2013 14:46:00 Uhr","11.01.2013 14:44:00 Uhr","11.01.2013 17:43:00 Uhr","11.01.2013 17:45:00 Uhr"
"4975","UA",541,"N459UA","EWR","SEA",2402,"13.11.2013 18:56:00 Uhr","13.11.2013 18:58:00 Uhr","13.11.2013 22:01:00 Uhr","13.11.2013 22:10:00 Uhr"
"4976","FL",348,"N927AT","LGA","ATL",762,"10.02.2013 13:04:00 Uhr","10.02.2013 13:08:00 Uhr","10.02.2013 15:53:00 Uhr","10.02.2013 15:42:00 Uhr"
"4977","EV",4640,"N14570","EWR","DAY",533,"30.12.2013 13:21:00 Uhr","30.12.2013 13:27:00 Uhr","30.12.2013 15:24:00 Uhr","30.12.2013 15:24:00 Uhr"
"4978","UA",1269,"N36247","EWR","PBI",1023,"26.03.2013 15:59:00 Uhr","26.03.2013 16:05:00 Uhr","26.03.2013 18:50:00 Uhr","26.03.2013 19:03:00 Uhr"
"4979","DL",884,"N394DA","LGA","DEN",1620,"28.07.2013 19:25:00 Uhr","28.07.2013 17:45:00 Uhr","28.07.2013 21:39:00 Uhr","28.07.2013 20:10:00 Uhr"
"4980","EV",3844,"N14171","EWR","CLE",404,"13.04.2013 20:12:00 Uhr","13.04.2013 20:15:00 Uhr","13.04.2013 21:43:00 Uhr","13.04.2013 21:56:00 Uhr"
"4981","UA",1744,"N17730","LGA","IAH",1416,"19.07.2013 14:43:00 Uhr","19.07.2013 14:46:00 Uhr","19.07.2013 17:22:00 Uhr","19.07.2013 17:45:00 Uhr"
"4982","UA",810,"N809UA","EWR","MIA",1085,"08.05.2013 18:05:00 Uhr","08.05.2013 16:59:00 Uhr","08.05.2013 20:59:00 Uhr","08.05.2013 20:05:00 Uhr"
"4983","EV",4308,"N11137","EWR","PWM",284,"10.04.2013 13:26:00 Uhr","10.04.2013 13:29:00 Uhr","10.04.2013 14:40:00 Uhr","10.04.2013 14:36:00 Uhr"
"4984","B6",65,"N766JB","JFK","TPA",1005,"09.06.2013 10:02:00 Uhr","09.06.2013 10:05:00 Uhr","09.06.2013 12:47:00 Uhr","09.06.2013 12:51:00 Uhr"
"4985","HA",51,"N388HA","JFK","HNL",4983,"13.06.2013 11:53:00 Uhr","13.06.2013 10:00:00 Uhr","13.06.2013 16:49:00 Uhr","13.06.2013 14:35:00 Uhr"
"4986","US",931,"N124US","JFK","CLT",541,"17.06.2013 12:08:00 Uhr","17.06.2013 12:00:00 Uhr","17.06.2013 14:07:00 Uhr","17.06.2013 13:51:00 Uhr"
"4987","DL",1529,"N3760C","JFK","LAS",2248,"11.08.2013 10:41:00 Uhr","11.08.2013 10:30:00 Uhr","11.08.2013 13:01:00 Uhr","11.08.2013 12:48:00 Uhr"
"4988","B6",117,"N656JB","JFK","MSY",1182,"13.03.2013 06:53:00 Uhr","13.03.2013 06:56:00 Uhr","13.03.2013 09:48:00 Uhr","13.03.2013 09:24:00 Uhr"
"4989","DL",87,"N176DN","JFK","LAX",2475,"30.04.2013 19:14:00 Uhr","30.04.2013 19:00:00 Uhr","30.04.2013 22:20:00 Uhr","30.04.2013 22:40:00 Uhr"
"4990","B6",20,"N229JB","JFK","ROC",264,"23.05.2013 09:31:00 Uhr","23.05.2013 09:35:00 Uhr","23.05.2013 11:03:00 Uhr","23.05.2013 10:54:00 Uhr"
"4991","UA",687,"N826UA","LGA","ORD",733,"14.03.2013 16:01:00 Uhr","14.03.2013 16:00:00 Uhr","14.03.2013 17:37:00 Uhr","14.03.2013 17:39:00 Uhr"
"4992","AA",145,"N3GHAA","JFK","SAN",2446,"25.04.2013 17:14:00 Uhr","25.04.2013 17:25:00 Uhr","25.04.2013 20:54:00 Uhr","25.04.2013 20:40:00 Uhr"
"4993","UA",303,"N505UA","JFK","SFO",2586,"09.03.2013 06:06:00 Uhr","09.03.2013 06:07:00 Uhr","09.03.2013 09:27:00 Uhr","09.03.2013 09:32:00 Uhr"
"4994","DL",442,"N709TW","JFK","SEA",2422,"27.12.2013 18:37:00 Uhr","27.12.2013 18:36:00 Uhr","27.12.2013 21:38:00 Uhr","27.12.2013 22:05:00 Uhr"
"4995","DL",1147,"N641DL","LGA","ATL",762,"19.02.2013 19:57:00 Uhr","19.02.2013 20:00:00 Uhr","19.02.2013 22:37:00 Uhr","19.02.2013 22:43:00 Uhr"
"4996","B6",65,"N634JB","JFK","ABQ",1826,"12.11.2013 19:53:00 Uhr","12.11.2013 20:00:00 Uhr","12.11.2013 22:21:00 Uhr","12.11.2013 23:03:00 Uhr"
"4997","AA",1895,"N3JCAA","EWR","MIA",1085,"23.05.2013 06:07:00 Uhr","23.05.2013 06:15:00 Uhr","23.05.2013 08:57:00 Uhr","23.05.2013 09:15:00 Uhr"
"4998","AA",257,"N3AHAA","JFK","LAS",2248,"05.01.2013 16:56:00 Uhr","05.01.2013 17:00:00 Uhr","05.01.2013 19:38:00 Uhr","05.01.2013 19:55:00 Uhr"
"4999","B6",380,"N190JB","EWR","BOS",200,"06.02.2013 05:52:00 Uhr","06.02.2013 06:00:00 Uhr","06.02.2013 07:13:00 Uhr","06.02.2013 07:08:00 Uhr"
"5000","B6",901,"N597JB","JFK","FLL",1069,"21.03.2013 08:18:00 Uhr","21.03.2013 08:20:00 Uhr","21.03.2013 11:33:00 Uhr","21.03.2013 11:24:00 Uhr"
"5001","UA",1480,"N57862","EWR","SFO",2565,"19.09.2013 08:27:00 Uhr","19.09.2013 08:30:00 Uhr","19.09.2013 11:28:00 Uhr","19.09.2013 11:37:00 Uhr"
"5002","WN",1731,"N401WN","LGA","MDW",725,"20.05.2013 21:30:00 Uhr","20.05.2013 20:55:00 Uhr","20.05.2013 22:31:00 Uhr","20.05.2013 22:25:00 Uhr"
"5003","9E",3353,"N901XJ","JFK","DTW",509,"07.10.2013 07:55:00 Uhr","07.10.2013 08:00:00 Uhr","07.10.2013 09:49:00 Uhr","07.10.2013 10:05:00 Uhr"
"5004","B6",83,"N712JB","JFK","SEA",2422,"02.01.2013 13:52:00 Uhr","02.01.2013 13:55:00 Uhr","02.01.2013 16:35:00 Uhr","02.01.2013 17:09:00 Uhr"
"5005","B6",525,"N784JB","JFK","TPA",1005,"22.10.2013 06:40:00 Uhr","22.10.2013 06:45:00 Uhr","22.10.2013 09:32:00 Uhr","22.10.2013 09:38:00 Uhr"
"5006","WN",195,"N228WN","LGA","STL",888,"24.11.2013 18:30:00 Uhr","24.11.2013 18:05:00 Uhr","24.11.2013 20:24:00 Uhr","24.11.2013 19:50:00 Uhr"
"5007","UA",1575,"N35271","EWR","SAN",2425,"27.05.2013 19:27:00 Uhr","27.05.2013 19:30:00 Uhr","27.05.2013 22:20:00 Uhr","27.05.2013 22:37:00 Uhr"
"5008","MQ",3419,"N525MQ","LGA","ATL",762,"22.10.2013 09:08:00 Uhr","22.10.2013 08:45:00 Uhr","22.10.2013 11:29:00 Uhr","22.10.2013 11:10:00 Uhr"
"5009","UA",1592,"N36207","EWR","MCO",937,"13.07.2013 08:24:00 Uhr","13.07.2013 08:30:00 Uhr","13.07.2013 11:19:00 Uhr","13.07.2013 11:19:00 Uhr"
"5010","AA",199,"N3HWAA","JFK","ORD",740,"19.11.2013 16:58:00 Uhr","19.11.2013 17:00:00 Uhr","19.11.2013 18:50:00 Uhr","19.11.2013 18:55:00 Uhr"
"5011","UA",1116,"N24211","EWR","BOS",200,"25.03.2013 16:19:00 Uhr","25.03.2013 15:57:00 Uhr","25.03.2013 17:41:00 Uhr","25.03.2013 17:20:00 Uhr"
"5012","B6",36,"N579JB","JFK","ROC",264,"01.02.2013 17:38:00 Uhr","01.02.2013 17:06:00 Uhr","01.02.2013 18:45:00 Uhr","01.02.2013 18:34:00 Uhr"
"5013","AA",327,"N512AA","LGA","ORD",733,"04.05.2013 11:49:00 Uhr","04.05.2013 11:25:00 Uhr","04.05.2013 13:34:00 Uhr","04.05.2013 13:05:00 Uhr"
"5014","EV",4393,"N13997","EWR","IND",645,"13.09.2013 06:32:00 Uhr","13.09.2013 06:30:00 Uhr","13.09.2013 08:35:00 Uhr","13.09.2013 08:39:00 Uhr"
"5015","UA",561,"N526UA","LGA","DEN",1620,"23.12.2013 08:01:00 Uhr","23.12.2013 08:00:00 Uhr","23.12.2013 10:27:00 Uhr","23.12.2013 10:32:00 Uhr"
"5016","B6",461,"N766JB","LGA","PBI",1035,"22.11.2013 07:23:00 Uhr","22.11.2013 07:29:00 Uhr","22.11.2013 10:07:00 Uhr","22.11.2013 10:20:00 Uhr"
"5017","UA",1600,"N57111","EWR","LAX",2454,"27.12.2013 15:41:00 Uhr","27.12.2013 15:15:00 Uhr","27.12.2013 18:23:00 Uhr","27.12.2013 18:33:00 Uhr"
"5018","UA",324,"N437UA","EWR","MCO",937,"22.08.2013 20:54:00 Uhr","22.08.2013 20:55:00 Uhr","22.08.2013 23:10:00 Uhr","22.08.2013 23:41:00 Uhr"
"5019","EV",4131,"N16170","EWR","RDU",416,"12.01.2013 11:27:00 Uhr","12.01.2013 11:29:00 Uhr","12.01.2013 12:54:00 Uhr","12.01.2013 13:05:00 Uhr"
"5020","UA",258,"N498UA","LGA","IAH",1416,"08.09.2013 07:08:00 Uhr","08.09.2013 07:15:00 Uhr","08.09.2013 09:16:00 Uhr","08.09.2013 10:00:00 Uhr"
"5021","MQ",4410,"N839MQ","JFK","DCA",213,"20.04.2013 16:53:00 Uhr","20.04.2013 17:00:00 Uhr","20.04.2013 18:25:00 Uhr","20.04.2013 18:30:00 Uhr"
"5022","B6",505,"N527JB","EWR","FLL",1065,"25.04.2013 13:58:00 Uhr","25.04.2013 13:30:00 Uhr","25.04.2013 16:54:00 Uhr","25.04.2013 16:25:00 Uhr"
"5023","MQ",3599,"N520MQ","LGA","MSP",1020,"04.12.2013 06:25:00 Uhr","04.12.2013 06:30:00 Uhr","04.12.2013 09:20:00 Uhr","04.12.2013 08:30:00 Uhr"
"5024","DL",2282,"N377NW","LGA","PWM",269,"20.02.2013 22:18:00 Uhr","20.02.2013 21:59:00 Uhr","20.02.2013 23:21:00 Uhr","20.02.2013 23:16:00 Uhr"
"5025","9E",3538,"N901XJ","JFK","MSP",1029,"13.05.2013 08:05:00 Uhr","13.05.2013 08:10:00 Uhr","13.05.2013 10:01:00 Uhr","13.05.2013 10:27:00 Uhr"
"5026","FL",620,"N920AT","LGA","ATL",762,"18.01.2013 15:57:00 Uhr","18.01.2013 16:00:00 Uhr","18.01.2013 18:45:00 Uhr","18.01.2013 18:34:00 Uhr"
"5027","EV",4231,"N13553","EWR","CVG",569,"19.05.2013 16:40:00 Uhr","19.05.2013 15:25:00 Uhr","19.05.2013 18:42:00 Uhr","19.05.2013 17:24:00 Uhr"
"5028","EV",6046,"N21144","EWR","CLE",404,"03.08.2013 10:10:00 Uhr","03.08.2013 10:14:00 Uhr","03.08.2013 11:40:00 Uhr","03.08.2013 11:59:00 Uhr"
"5029","B6",583,"N568JB","JFK","MCO",944,"27.12.2013 05:57:00 Uhr","27.12.2013 06:00:00 Uhr","27.12.2013 08:53:00 Uhr","27.12.2013 08:46:00 Uhr"
"5030","EV",4517,"N16183","EWR","RIC",277,"07.04.2013 16:55:00 Uhr","07.04.2013 16:59:00 Uhr","07.04.2013 18:09:00 Uhr","07.04.2013 18:21:00 Uhr"
"5031","B6",1203,"N712JB","JFK","SJU",1598,"04.07.2013 22:41:00 Uhr","04.07.2013 22:31:00 Uhr","04.07.2013 02:34:00 Uhr","04.07.2013 02:26:00 Uhr"
"5032","DL",2263,"N367NW","LGA","MCO",950,"26.12.2013 07:58:00 Uhr","26.12.2013 07:59:00 Uhr","26.12.2013 10:57:00 Uhr","26.12.2013 10:54:00 Uhr"
"5033","DL",667,"N345NB","JFK","BOS",187,"04.07.2013 19:28:00 Uhr","04.07.2013 19:30:00 Uhr","04.07.2013 20:42:00 Uhr","04.07.2013 21:02:00 Uhr"
"5034","B6",529,"N531JB","EWR","MCO",937,"28.01.2013 21:23:00 Uhr","28.01.2013 21:10:00 Uhr","28.01.2013 23:44:00 Uhr","28.01.2013 23:55:00 Uhr"
"5035","F9",507,"N208FR","LGA","DEN",1620,"30.05.2013 13:49:00 Uhr","30.05.2013 13:27:00 Uhr","30.05.2013 15:49:00 Uhr","30.05.2013 15:45:00 Uhr"
"5036","EV",4381,"N12569","EWR","DTW",488,"26.12.2013 16:26:00 Uhr","26.12.2013 16:00:00 Uhr","26.12.2013 18:30:00 Uhr","26.12.2013 18:02:00 Uhr"
"5037","US",2160,"N945UW","LGA","BOS",184,"30.10.2013 18:57:00 Uhr","30.10.2013 19:00:00 Uhr","30.10.2013 20:15:00 Uhr","30.10.2013 20:14:00 Uhr"
"5038","B6",1,"N583JB","JFK","FLL",1069,"27.08.2013 10:19:00 Uhr","27.08.2013 10:29:00 Uhr","27.08.2013 13:02:00 Uhr","27.08.2013 13:20:00 Uhr"
"5039","DL",2443,"N326NB","JFK","BOS",187,"04.10.2013 16:14:00 Uhr","04.10.2013 16:20:00 Uhr","04.10.2013 17:23:00 Uhr","04.10.2013 17:55:00 Uhr"
"5040","MQ",3565,"N512MQ","LGA","CLT",544,"11.12.2013 08:55:00 Uhr","11.12.2013 08:59:00 Uhr","11.12.2013 11:04:00 Uhr","11.12.2013 11:04:00 Uhr"
"5041","UA",562,"N416UA","EWR","ORD",719,"06.01.2013 16:00:00 Uhr","06.01.2013 16:00:00 Uhr","06.01.2013 17:19:00 Uhr","06.01.2013 17:34:00 Uhr"
"5042","MQ",3599,"N520MQ","LGA","MSP",1020,"15.10.2013 06:46:00 Uhr","15.10.2013 06:55:00 Uhr","15.10.2013 08:39:00 Uhr","15.10.2013 08:40:00 Uhr"
"5043","B6",1275,"N307JB","JFK","CHS",636,"24.04.2013 15:01:00 Uhr","24.04.2013 14:59:00 Uhr","24.04.2013 17:22:00 Uhr","24.04.2013 17:18:00 Uhr"
"5044","EV",4419,"N25134","EWR","XNA",1131,"21.11.2013 08:36:00 Uhr","21.11.2013 08:35:00 Uhr","21.11.2013 11:19:00 Uhr","21.11.2013 10:53:00 Uhr"
"5045","B6",619,"N178JB","JFK","JAX",828,"12.04.2013 20:50:00 Uhr","12.04.2013 20:30:00 Uhr","12.04.2013 23:29:00 Uhr","12.04.2013 23:15:00 Uhr"
"5046","AA",1030,"N466AA","LGA","STL",888,"12.11.2013 10:06:00 Uhr","12.11.2013 09:59:00 Uhr","12.11.2013 12:21:00 Uhr","12.11.2013 11:44:00 Uhr"
"5047","UA",1542,"N39726","LGA","CLE",419,"16.07.2013 15:44:00 Uhr","16.07.2013 15:44:00 Uhr","16.07.2013 17:20:00 Uhr","16.07.2013 17:32:00 Uhr"
"5048","UA",446,"N497UA","EWR","MIA",1085,"25.12.2013 08:45:00 Uhr","25.12.2013 08:44:00 Uhr","25.12.2013 11:46:00 Uhr","25.12.2013 12:03:00 Uhr"
"5049","9E",3507,"N933XJ","JFK","MSY",1182,"22.08.2013 07:54:00 Uhr","22.08.2013 08:00:00 Uhr","22.08.2013 11:03:00 Uhr","22.08.2013 10:19:00 Uhr"
"5050","DL",1271,"N371NW","JFK","FLL",1069,"02.03.2013 08:07:00 Uhr","02.03.2013 08:10:00 Uhr","02.03.2013 12:00:00 Uhr","02.03.2013 11:20:00 Uhr"
"5051","B6",145,"N779JB","JFK","PBI",1028,"14.02.2013 05:54:00 Uhr","14.02.2013 06:00:00 Uhr","14.02.2013 09:02:00 Uhr","14.02.2013 08:49:00 Uhr"
"5052","B6",199,"N705JB","LGA","MCO",950,"08.09.2013 09:27:00 Uhr","08.09.2013 09:40:00 Uhr","08.09.2013 11:45:00 Uhr","08.09.2013 12:32:00 Uhr"
"5053","9E",4023,"N824AY","EWR","CVG",569,"06.02.2013 07:52:00 Uhr","06.02.2013 07:55:00 Uhr","06.02.2013 10:28:00 Uhr","06.02.2013 10:12:00 Uhr"
"5054","VX",11,"N635VA","JFK","SFO",2586,"25.01.2013 07:37:00 Uhr","25.01.2013 07:30:00 Uhr","25.01.2013 11:11:00 Uhr","25.01.2013 11:15:00 Uhr"
"5055","EV",4247,"N26549","EWR","DTW",488,"28.08.2013 21:58:00 Uhr","28.08.2013 21:20:00 Uhr","28.08.2013 23:48:00 Uhr","28.08.2013 23:18:00 Uhr"
"5056","B6",4,"N193JB","JFK","BUF",301,"06.05.2013 12:15:00 Uhr","06.05.2013 10:50:00 Uhr","06.05.2013 13:24:00 Uhr","06.05.2013 12:09:00 Uhr"
"5057","DL",2247,"N699DL","LGA","ATL",762,"09.03.2013 13:55:00 Uhr","09.03.2013 14:00:00 Uhr","09.03.2013 16:10:00 Uhr","09.03.2013 16:29:00 Uhr"
"5058","US",893,"N173US","EWR","CLT",529,"05.10.2013 10:39:00 Uhr","05.10.2013 10:20:00 Uhr","05.10.2013 12:17:00 Uhr","05.10.2013 12:11:00 Uhr"
"5059","US",2175,"N750UW","LGA","DCA",214,"30.08.2013 09:55:00 Uhr","30.08.2013 10:00:00 Uhr","30.08.2013 11:08:00 Uhr","30.08.2013 11:21:00 Uhr"
"5060","WN",1153,"N794SW","EWR","MDW",711,"29.05.2013 15:39:00 Uhr","29.05.2013 15:35:00 Uhr","29.05.2013 16:40:00 Uhr","29.05.2013 16:55:00 Uhr"
"5061","UA",1593,"N14250","EWR","MCO",937,"19.03.2013 15:50:00 Uhr","19.03.2013 15:45:00 Uhr","19.03.2013 18:41:00 Uhr","19.03.2013 18:37:00 Uhr"
"5062","MQ",3134,"N530MQ","EWR","ORD",719,"02.07.2013 18:35:00 Uhr","02.07.2013 18:25:00 Uhr","02.07.2013 20:13:00 Uhr","02.07.2013 20:05:00 Uhr"
"5063","B6",2,"N184JB","JFK","BUF",301,"16.06.2013 06:29:00 Uhr","16.06.2013 06:30:00 Uhr","16.06.2013 07:45:00 Uhr","16.06.2013 07:47:00 Uhr"
"5064","AA",321,"N475AA","LGA","ORD",733,"05.03.2013 10:26:00 Uhr","05.03.2013 10:30:00 Uhr","05.03.2013 11:58:00 Uhr","05.03.2013 12:10:00 Uhr"
"5065","MQ",3556,"N511MQ","LGA","DTW",502,"16.09.2013 17:25:00 Uhr","16.09.2013 17:20:00 Uhr","16.09.2013 20:03:00 Uhr","16.09.2013 19:20:00 Uhr"
"5066","B6",215,"N562JB","EWR","SJU",1608,"15.05.2013 07:25:00 Uhr","15.05.2013 07:30:00 Uhr","15.05.2013 10:48:00 Uhr","15.05.2013 11:28:00 Uhr"
"5067","UA",1591,"N76505","EWR","IAH",1400,"12.07.2013 05:28:00 Uhr","12.07.2013 05:36:00 Uhr","12.07.2013 07:48:00 Uhr","12.07.2013 08:06:00 Uhr"
"5068","EV",5837,"N13975","EWR","RIC",277,"15.07.2013 13:05:00 Uhr","15.07.2013 13:02:00 Uhr","15.07.2013 14:43:00 Uhr","15.07.2013 14:18:00 Uhr"
"5069","EV",5948,"N14902","EWR","ALB",143,"14.11.2013 18:45:00 Uhr","14.11.2013 18:35:00 Uhr","14.11.2013 19:57:00 Uhr","14.11.2013 19:37:00 Uhr"
"5070","MQ",3340,"N853MQ","LGA","DTW",502,"08.11.2013 13:19:00 Uhr","08.11.2013 13:29:00 Uhr","08.11.2013 15:09:00 Uhr","08.11.2013 15:29:00 Uhr"
"5071","AA",341,"N4YGAA","LGA","ORD",733,"16.10.2013 15:13:00 Uhr","16.10.2013 15:20:00 Uhr","16.10.2013 17:02:00 Uhr","16.10.2013 17:05:00 Uhr"
"5072","UA",992,"N456UA","EWR","MCO",937,"21.02.2013 06:37:00 Uhr","21.02.2013 06:30:00 Uhr","21.02.2013 09:12:00 Uhr","21.02.2013 09:25:00 Uhr"
"5073","9E",3304,"N923XJ","JFK","MSY",1182,"21.10.2013 19:33:00 Uhr","21.10.2013 19:25:00 Uhr","21.10.2013 22:10:00 Uhr","21.10.2013 21:51:00 Uhr"
"5074","9E",4060,"N8938A","LGA","DAY",549,"06.12.2013 10:02:00 Uhr","06.12.2013 09:55:00 Uhr","06.12.2013 12:22:00 Uhr","06.12.2013 12:17:00 Uhr"
"5075","UA",1262,"N76502","EWR","ORD",719,"25.12.2013 07:20:00 Uhr","25.12.2013 07:15:00 Uhr","25.12.2013 09:00:00 Uhr","25.12.2013 08:51:00 Uhr"
"5076","DL",2098,"N327NB","LGA","MIA",1096,"12.10.2013 11:18:00 Uhr","12.10.2013 11:00:00 Uhr","12.10.2013 14:05:00 Uhr","12.10.2013 14:11:00 Uhr"
"5077","B6",1025,"N598JB","JFK","TPA",1005,"05.12.2013 08:40:00 Uhr","05.12.2013 08:42:00 Uhr","05.12.2013 11:35:00 Uhr","05.12.2013 11:41:00 Uhr"
"5078","AA",2279,"N3ARAA","LGA","MIA",1096,"23.02.2013 06:47:00 Uhr","23.02.2013 07:00:00 Uhr","23.02.2013 10:08:00 Uhr","23.02.2013 10:15:00 Uhr"
"5079","DL",2131,"N324NB","LGA","DTW",502,"08.10.2013 19:46:00 Uhr","08.10.2013 19:56:00 Uhr","08.10.2013 21:31:00 Uhr","08.10.2013 21:55:00 Uhr"
"5080","AA",773,"N547AA","LGA","DFW",1389,"29.06.2013 17:01:00 Uhr","29.06.2013 17:00:00 Uhr","29.06.2013 20:17:00 Uhr","29.06.2013 20:00:00 Uhr"
"5081","EV",4240,"N11565","EWR","BUF",282,"21.09.2013 08:19:00 Uhr","21.09.2013 08:23:00 Uhr","21.09.2013 09:31:00 Uhr","21.09.2013 09:34:00 Uhr"
"5082","B6",1273,"N296JB","JFK","CHS",636,"11.06.2013 08:41:00 Uhr","11.06.2013 08:00:00 Uhr","11.06.2013 10:28:00 Uhr","11.06.2013 09:58:00 Uhr"
"5083","UA",475,"N482UA","EWR","IAH",1400,"14.11.2013 17:31:00 Uhr","14.11.2013 17:25:00 Uhr","14.11.2013 20:25:00 Uhr","14.11.2013 20:28:00 Uhr"
"5084","WN",435,"N910WN","EWR","MDW",711,"18.03.2013 08:35:00 Uhr","18.03.2013 08:30:00 Uhr","18.03.2013 10:03:00 Uhr","18.03.2013 09:55:00 Uhr"
"5085","9E",2945,"N8944B","JFK","CLT",541,"05.12.2013 18:20:00 Uhr","05.12.2013 18:30:00 Uhr","05.12.2013 20:20:00 Uhr","05.12.2013 20:53:00 Uhr"
"5086","EV",4162,"N13964","EWR","BTV",266,"24.01.2013 22:10:00 Uhr","24.01.2013 21:59:00 Uhr","24.01.2013 23:22:00 Uhr","24.01.2013 23:15:00 Uhr"
"5087","DL",1174,"N316NB","LGA","PBI",1035,"06.09.2013 11:45:00 Uhr","06.09.2013 11:45:00 Uhr","06.09.2013 14:38:00 Uhr","06.09.2013 14:56:00 Uhr"
"5088","AA",1156,"N3DDAA","LGA","DFW",1389,"29.09.2013 15:54:00 Uhr","29.09.2013 16:00:00 Uhr","29.09.2013 18:38:00 Uhr","29.09.2013 19:05:00 Uhr"
"5089","AA",1351,"N3CUAA","JFK","ORD",740,"01.02.2013 17:15:00 Uhr","01.02.2013 17:20:00 Uhr","01.02.2013 18:43:00 Uhr","01.02.2013 19:15:00 Uhr"
